,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Weekend Reservations,Weekday Reservations,Revenue,Location_Rural,Location_Suburban,Cuisine_French,Cuisine_Indian,Cuisine_Italian,Cuisine_Japanese,Cuisine_Mexican,Parking Availability_Yes
2002,4.1,82,35.14,5084.0,58483.0,9,62,98.07628917639062,5.9,7.7,0,46,659134.71,0,0,0,0,0,0,1,0
2003,3.9,38,67.35,3010.0,31302.0,2,487,280.9709406242706,2.5,1.9,32,29,575849.15,1,0,0,0,0,1,0,0
2004,3.8,75,74.1,6923.0,69103.0,4,448,252.33938374083584,8.6,8.0,16,21,1246869.85,0,0,0,0,0,1,0,0
2005,4.7,39,34.96,1499.0,20063.0,9,714,127.9322692507817,8.8,6.8,31,19,321821.01,1,0,0,0,0,0,1,1
2006,3.4,34,34.32,1369.0,19651.0,14,449,285.0475663621406,2.8,9.9,30,5,281031.97,1,0,0,1,0,0,0,1
2007,4.5,56,48.45,1385.0,15232.0,19,93,76.31332647414297,4.7,2.3,37,17,622332.2,0,1,0,0,1,0,0,0
2008,4.5,60,35.47,3915.0,42995.0,16,421,130.63411080824545,5.2,6.7,38,30,499302.01,0,1,0,0,0,0,1,1
2009,3.8,58,51.9,768.0,7740.0,14,423,213.2302922665972,5.9,9.5,26,25,685965.7,0,1,0,0,1,0,0,1
2010,3.6,39,34.19,2119.0,26837.0,15,656,299.85476911329334,1.2,7.7,16,1,317880.37,1,0,0,1,0,0,0,0
2011,3.9,60,73.71,3415.0,33281.0,18,608,166.41042927259423,7.8,4.0,29,59,1006938.43,0,1,0,0,0,1,0,1
2012,3.2,72,48.35,4134.0,48688.0,15,534,252.6787221050577,8.8,2.1,5,44,794905.35,0,0,0,0,1,0,0,0
2013,3.1,77,31.94,1650.0,19329.0,19,466,278.9664731165392,2.3,9.7,56,30,570724.51,0,0,0,1,0,0,0,1
2014,3.2,46,35.98,1498.0,22466.0,9,133,52.40710595781396,9.1,1.6,10,12,381240.38,1,0,0,1,0,0,0,1
2015,3.4,36,41.23,1045.0,12386.0,16,715,122.23518213050733,8.7,9.8,5,34,355532.09,1,0,0,0,0,0,0,0
2016,4.0,61,34.08,3428.0,36772.0,17,532,75.08993825711391,5.9,3.7,29,24,486925.56,0,1,0,0,0,0,1,0
2017,4.7,45,40.03,1234.0,17159.0,10,345,244.01506226077996,3.5,8.7,17,31,415916.04,1,0,0,0,0,0,0,1
2018,3.5,44,73.96,1735.0,17152.0,5,888,191.762606723461,2.9,6.0,40,28,732393.94,1,0,0,0,0,1,0,1
2019,4.9,90,28.42,3354.0,37754.0,9,990,73.88998593764688,5.4,9.2,3,34,586408.44,0,0,0,0,0,0,1,1
2020,4.9,82,71.33,7187.75,77526.875,14,155,155.18109377875342,5.6,4.8,8,27,1318818.09,0,0,0,0,0,1,0,1
2021,4.9,67,37.29,2200.0,22206.0,10,656,178.49234304897914,6.9,8.6,66,18,573760.83,0,1,0,0,0,0,0,0
2022,4.7,47,34.24,1484.0,23045.0,1,258,224.4378607429664,8.2,3.1,26,6,364072.25,1,0,0,1,0,0,0,0
2023,3.7,34,74.43,933.0,11504.0,3,732,244.87105892077545,9.4,5.2,2,18,569433.08,1,0,0,0,0,1,0,0
2024,3.1,83,27.38,1547.0,19418.0,16,840,71.9680504870626,8.2,8.6,45,71,530233.74,0,0,0,0,0,0,1,1
2025,4.1,40,33.91,3009.0,36845.0,5,864,171.9113989335894,9.2,2.1,26,13,317107.84,1,0,0,0,0,0,1,0
2026,4.1,72,68.11,5104.0,51542.0,13,861,90.2808589678286,5.5,7.6,52,7,1109482.07,0,0,0,0,0,1,0,1
2027,4.7,66,25.38,2051.0,24586.0,5,899,238.31388876650985,1.3,4.9,55,65,384091.92,0,1,0,0,0,0,1,0
2028,5.0,81,31.21,6887.0,77096.0,11,219,214.41720847739603,1.5,5.6,56,63,586521.48,0,0,0,1,0,0,0,0
2029,4.0,32,38.2,3490.0,36017.0,17,829,230.7502385330348,3.4,6.2,3,28,299383.65,1,0,0,1,0,0,0,0
2030,3.7,51,27.88,2100.0,28251.0,3,559,68.74856432403246,6.5,3.5,12,23,326048.07,0,1,0,0,0,0,1,0
2031,3.4,73,72.2,5210.0,56309.0,6,399,177.58115323787095,4.0,1.9,7,14,1176156.05,0,0,0,0,0,1,0,1
2032,3.0,87,42.69,2482.0,28850.0,16,725,260.145163390427,2.5,1.2,13,71,841424.03,0,0,0,0,0,0,0,1
2033,4.0,69,28.8,1574.0,15147.0,2,640,228.33534963654748,8.7,4.9,56,2,450065.55,0,1,0,0,0,0,1,1
2034,4.1,70,30.22,1931.0,24090.0,5,515,265.4369947570992,9.9,3.4,28,10,481201.96,0,1,0,0,0,0,1,0
2035,4.6,83,29.44,2419.0,28465.0,19,958,101.52613370929996,1.1,6.7,2,70,567118.31,0,0,0,0,0,0,1,0
2036,4.0,37,35.42,1204.0,16543.0,11,777,121.72516685173106,1.8,7.4,23,4,307751.75,1,0,0,0,0,0,1,1
2037,4.8,71,68.52,7187.75,77526.875,18,130,160.31977267136764,5.5,5.5,14,20,1109658.36,0,0,0,0,0,1,0,1
2038,4.3,68,37.02,1037.0,17275.0,3,498,180.81428524465832,4.0,6.6,13,21,564275.77,0,1,0,0,0,0,0,0
2039,4.7,79,39.02,5105.0,52842.0,12,681,113.04071622265502,8.0,6.0,10,37,707580.56,0,0,0,0,0,0,0,1
2040,3.3,54,52.36,2726.0,33086.0,13,150,145.30933866975744,6.9,1.0,25,6,643825.82,0,1,0,0,1,0,0,0
2041,4.7,60,32.67,3917.0,39006.0,9,418,221.76067603791617,1.6,8.6,0,57,453907.79,0,1,0,0,0,0,1,1
2042,4.4,38,35.16,2512.0,33690.0,9,844,211.34533461313416,5.9,1.5,24,25,314164.86,1,0,0,0,0,0,1,0
2043,3.3,65,54.7,1498.0,14764.0,7,709,77.61827169258504,4.0,4.7,61,52,800588.8,0,1,0,0,1,0,0,0
2044,3.4,54,38.17,1688.0,18656.0,1,579,296.4256606147227,9.7,2.0,20,52,465619.46,0,1,0,0,0,0,0,1
2045,4.9,44,60.01,2125.0,27522.0,1,881,190.6863053923847,5.3,7.0,33,42,596232.71,1,0,1,0,0,0,0,1
2046,3.1,63,38.22,2716.0,31586.0,19,814,170.89059653149275,9.3,3.9,2,50,562190.08,0,1,0,1,0,0,0,1
2047,3.9,38,65.08,2075.0,20116.0,3,314,291.8117956414192,1.3,1.6,6,3,551377.78,1,0,1,0,0,0,0,1
2048,3.6,49,38.71,3591.0,39443.0,7,251,85.08236049723834,1.9,1.4,10,17,432952.83,1,0,0,0,0,0,0,0
2049,4.3,54,29.89,3080.0,31074.0,12,167,185.91833821713143,4.5,3.1,30,1,376713.43,0,1,0,0,0,0,1,1
2050,4.7,64,64.89,4185.0,46737.0,16,172,251.2693954837447,9.0,7.0,25,57,947777.57,0,1,1,0,0,0,0,0
2051,3.7,78,68.94,7045.0,76162.0,13,74,149.72592220681804,5.9,7.5,22,32,1215579.44,0,0,0,0,0,1,0,0
2052,3.9,33,70.29,1469.0,21062.0,18,418,234.07617300984057,8.4,2.2,15,0,536432.78,1,0,0,0,0,1,0,1
2053,5.0,90,54.95,7046.0,73111.0,17,434,274.7907356036965,3.6,2.3,82,62,1126019.85,0,0,0,0,1,0,0,0
2054,4.6,70,43.82,1181.0,13209.0,9,620,115.41327178205113,2.0,6.3,19,30,690729.73,0,1,0,0,0,0,0,0
2055,4.8,73,37.68,2609.0,26905.0,14,981,110.3650111473348,3.2,9.6,57,67,634683.23,0,0,0,0,0,0,0,0
2056,3.9,49,58.57,3891.0,44048.0,5,323,140.17138385029182,6.8,6.0,9,12,649829.54,1,0,1,0,0,0,0,1
2057,3.5,90,28.88,1751.0,25950.0,11,96,154.61037779420715,8.8,7.4,43,26,594433.52,0,0,0,0,0,0,1,1
2058,3.8,36,45.04,955.0,17226.0,6,384,77.76109277204009,5.1,6.2,21,13,371338.52,1,0,0,0,0,0,0,0
2059,4.4,64,65.99,2674.0,35788.0,6,466,107.82225209008674,2.7,1.9,22,51,944765.51,0,1,1,0,0,0,0,1
2060,3.2,66,63.51,1158.0,18340.0,8,583,268.3070065528731,6.7,9.5,7,62,942275.73,0,1,1,0,0,0,0,1
2061,3.5,47,35.33,2169.0,26612.0,1,393,191.6477702242588,2.8,1.6,38,15,374094.28,1,0,0,1,0,0,0,0
2062,3.1,56,30.11,2230.0,26447.0,9,370,116.95507262459292,6.1,7.8,12,8,391228.59,0,1,0,1,0,0,0,0
2063,3.9,68,42.67,2279.0,28239.0,10,188,285.89868528201094,1.9,9.8,6,8,657095.47,0,1,0,0,0,0,0,1
2064,4.7,59,59.28,3489.0,41179.0,17,156,243.577775809395,8.3,3.9,28,38,800573.81,0,1,1,0,0,0,0,1
2065,3.0,62,51.96,2950.0,33716.0,3,971,140.6075872387725,8.2,2.5,44,26,725552.88,0,1,0,0,1,0,0,0
2066,4.4,31,51.67,1970.0,20444.0,13,395,241.36071635921272,5.9,6.1,8,6,375278.21,1,0,0,0,1,0,0,0
2067,4.9,89,35.29,7187.75,77526.875,8,759,199.01307255388568,1.3,8.2,5,56,723300.93,0,0,0,1,0,0,0,0
2068,3.5,80,45.39,3706.0,43930.0,14,496,220.95459249686652,3.5,9.5,32,54,828383.84,0,0,0,0,0,0,0,1
2069,4.4,54,25.25,3258.0,41304.0,8,511,130.36232844534086,2.2,7.2,28,6,320139.2,0,1,0,0,0,0,1,1
2070,5.0,75,52.83,5013.0,57669.0,19,265,102.37386030863615,5.7,4.0,31,15,904945.88,0,0,0,0,1,0,0,1
2071,4.9,72,49.51,7080.0,77526.875,13,855,113.39516273852716,1.9,5.4,20,46,816849.54,0,0,0,0,1,0,0,1
2072,3.5,50,37.85,1065.0,10629.0,6,431,70.93361494209425,8.8,7.9,16,33,433653.1,0,1,0,1,0,0,0,0
2073,3.2,52,37.43,1260.0,16148.0,4,98,167.75940448284155,8.7,8.1,33,28,443829.47,0,1,0,1,0,0,0,0
2074,3.3,72,35.11,5196.0,53326.0,6,666,151.55832059424247,2.4,1.7,60,32,576686.9,0,0,0,0,0,0,0,0
2075,4.4,33,33.14,1760.0,24091.0,2,706,50.634918087512176,7.3,6.5,10,20,254653.53,1,0,0,1,0,0,0,1
2076,4.5,56,67.08,1698.0,21106.0,10,106,264.09166673440427,7.3,9.7,35,30,849343.62,0,1,0,0,0,1,0,0
2077,4.3,44,56.84,3830.0,40072.0,11,575,220.4673047267739,4.6,8.1,22,38,577369.24,1,0,1,0,0,0,0,1
2078,3.7,80,53.01,6868.0,68338.0,11,388,161.68528796344827,2.4,1.1,16,28,958312.54,0,0,0,0,1,0,0,1
2079,3.3,67,67.64,1151.0,19073.0,3,57,291.755306346306,2.2,3.0,12,15,1002702.15,0,1,0,0,0,1,0,0
2080,4.2,41,30.22,3478.0,35468.0,11,745,285.13540254839984,7.7,5.0,31,22,298777.44,1,0,0,0,0,0,1,1
2081,4.0,53,67.72,3549.0,39257.0,8,72,73.77423210966111,3.0,7.4,16,36,810177.83,0,1,0,0,0,1,0,1
2082,4.5,80,41.38,6447.0,65903.0,17,93,203.78480960643668,6.4,6.0,5,70,764432.75,0,0,0,0,0,0,0,1
2083,3.9,35,32.93,2109.0,25717.0,1,627,254.25562076112848,8.8,1.7,24,31,266172.95,1,0,0,0,0,0,1,1
2084,3.7,88,28.64,1635.0,20199.0,16,820,93.23796273219853,6.3,7.6,55,42,582780.61,0,0,0,0,0,0,1,0
2085,3.6,87,36.63,6062.0,64972.0,7,486,81.99051810051337,9.8,8.5,50,29,730268.76,0,0,0,1,0,0,0,1
2086,3.4,64,74.07,1448.0,20036.0,8,958,114.94444475617992,6.8,2.9,2,9,1056919.69,0,1,0,0,0,1,0,1
2087,3.5,32,36.04,2069.0,24164.0,13,118,119.91778634212363,3.8,1.6,23,14,274149.5,1,0,0,0,0,0,0,0
2088,3.2,86,52.82,2897.0,34260.0,5,643,291.24615304730264,8.7,8.1,62,12,1019465.06,0,0,0,0,1,0,0,1
2089,3.7,70,33.55,2739.0,30027.0,18,562,245.1193326428384,3.8,6.8,14,57,546737.4,0,0,0,1,0,0,0,0
2090,3.1,31,66.35,2016.0,21521.0,12,326,64.9344760949329,9.7,8.2,30,21,479536.05,1,0,0,0,0,1,0,0
2091,3.4,88,51.0,4226.0,50251.0,16,541,246.62035475767885,5.3,6.1,45,22,1017922.55,0,0,0,0,1,0,0,1
2092,4.5,78,67.49,2236.0,28706.0,3,132,92.40987958664736,9.6,4.9,17,52,1172824.29,0,0,0,0,0,1,0,1
2093,3.7,37,39.03,2335.0,28847.0,12,361,139.31048935522824,2.7,9.7,9,33,341766.2,1,0,0,1,0,0,0,1
2094,4.3,41,45.47,3011.0,38480.0,19,151,129.6299018818413,1.1,8.0,4,5,438976.86,1,0,0,0,1,0,0,1
2095,4.4,44,31.09,3793.0,42898.0,18,275,118.09539293254876,2.8,4.7,37,31,331831.76,1,0,0,1,0,0,0,1
2096,4.2,36,70.73,1706.0,21028.0,8,435,127.18950816660296,1.9,9.2,20,11,577858.35,1,0,0,0,0,1,0,1
2097,4.9,70,31.48,1481.0,18923.0,13,517,238.5503821519752,7.6,9.9,43,30,510838.09,0,1,0,0,0,0,1,0
2098,3.0,45,63.03,1240.0,15577.0,8,848,116.6384739714828,3.4,3.8,0,43,639805.79,1,0,1,0,0,0,0,0
2099,4.5,56,27.85,4018.0,47726.0,10,190,250.181024234052,6.8,9.0,52,14,370083.8,0,1,0,0,0,0,1,1
2100,4.9,69,39.26,2775.0,28520.0,14,575,72.75424655244888,7.0,1.4,43,64,622397.18,0,1,0,1,0,0,0,0
2101,4.7,70,40.48,1063.0,16931.0,15,381,198.7924778329481,7.2,2.9,24,24,645754.49,0,1,0,1,0,0,0,0
2102,3.3,81,35.49,6524.0,72437.0,15,318,265.7502181943291,8.5,2.4,42,9,665860.95,0,0,0,1,0,0,0,0
2103,3.7,66,53.37,2163.0,23019.0,6,393,69.82429235819109,2.3,4.2,28,32,789043.63,0,1,0,0,1,0,0,0
2104,3.3,60,40.77,1858.0,23989.0,14,912,208.7219325528954,1.5,6.1,41,57,563323.71,0,1,0,0,0,0,0,0
2105,4.2,73,30.76,4030.0,44081.0,6,703,177.90418793655607,1.3,7.5,58,56,515321.81,0,0,0,1,0,0,0,1
2106,4.4,88,28.59,7187.75,77526.875,1,931,132.98528365737596,1.9,9.1,82,41,580721.4,0,0,0,0,0,0,1,0
2107,3.6,71,55.96,6147.0,67104.0,10,143,75.16863443022591,4.4,2.4,53,51,902203.58,0,0,1,0,0,0,0,1
2108,4.1,31,40.88,3796.0,46829.0,19,972,219.1213240708661,9.7,6.2,18,30,316426.01,1,0,0,1,0,0,0,1
2109,4.4,86,32.52,5329.0,54657.0,11,661,127.34449107761554,4.2,6.0,43,62,644044.63,0,0,0,1,0,0,0,0
2110,3.8,78,36.99,1670.0,24944.0,3,119,134.72975889813742,5.1,5.1,53,14,646431.71,0,0,0,1,0,0,0,1
2111,4.7,50,48.13,4263.0,51774.0,6,175,229.39818380402056,8.3,7.3,18,7,551359.95,0,1,0,0,1,0,0,1
2112,4.5,79,37.19,7187.75,77526.875,9,935,286.33839097391126,9.3,5.6,60,37,682298.62,0,0,0,1,0,0,0,0
2113,3.1,44,27.31,2710.0,29638.0,9,432,133.4093611214766,9.7,6.0,11,27,287457.84,1,0,0,0,0,0,1,0
2114,4.2,90,73.64,5305.0,55378.0,4,237,236.68326845972933,8.4,9.1,31,71,1350758.47875,0,0,0,0,0,1,0,0
2115,3.5,44,36.22,1307.0,16905.0,3,555,289.1522568629324,5.5,8.7,21,23,364625.35,1,0,0,0,0,0,0,0
2116,4.1,90,39.85,7187.75,77526.875,19,631,74.45673756092614,3.1,6.2,0,1,827191.25,0,0,0,1,0,0,0,1
2117,4.9,71,54.24,7187.75,77526.875,11,960,182.3004873111464,6.4,2.4,0,2,877236.34,0,0,0,0,1,0,0,1
2118,4.8,83,32.47,3182.0,39839.0,19,361,52.7910837589325,2.8,9.6,23,24,624420.23,0,0,0,0,0,0,1,1
2119,3.8,73,30.74,6305.0,71661.0,17,905,256.294507700458,1.5,6.6,48,33,529830.87,0,0,0,1,0,0,0,0
2120,3.6,47,47.29,2572.0,25664.0,8,830,121.72267534180338,9.3,8.3,27,35,513289.15,1,0,0,0,1,0,0,1
2121,3.5,38,74.45,2636.0,29528.0,6,184,133.19187342930377,5.4,1.5,32,16,638394.9,1,0,0,0,0,1,0,0
2122,4.1,51,56.34,1448.0,21260.0,5,670,221.8217345620133,5.6,9.1,25,18,648609.08,0,1,1,0,0,0,0,0
2123,3.2,31,31.72,1565.0,22969.0,8,198,247.29495357166417,6.5,7.2,16,28,235484.71,1,0,0,1,0,0,0,1
2124,4.1,87,30.98,2608.0,26958.0,8,151,149.9975627990571,5.1,7.2,24,61,612607.14,0,0,0,0,0,0,1,0
2125,3.0,66,48.02,2605.0,27153.0,3,407,216.3800168684047,5.0,2.0,62,51,712086.49,0,1,0,0,1,0,0,0
2126,3.6,58,47.44,2783.0,32296.0,19,191,289.0886028497249,9.2,7.4,31,18,638378.74,0,1,0,0,1,0,0,0
2127,3.4,57,36.33,3163.0,35560.0,16,820,271.7255738729666,8.3,1.7,1,36,484014.1,0,1,0,1,0,0,0,1
2128,4.9,71,49.1,2211.0,25098.0,10,880,225.3235272161,2.9,1.5,29,29,784835.1,0,0,0,0,1,0,0,0
2129,4.5,31,56.55,3373.0,41321.0,3,220,285.76597232759207,3.6,3.9,17,10,399760.35,1,0,1,0,0,0,0,0
2130,3.7,74,50.88,3376.0,39204.0,9,414,268.9845120839991,6.9,1.2,36,8,847702.2,0,0,0,0,1,0,0,0
2131,3.2,61,39.26,2757.0,30941.0,8,788,232.2522682488935,6.1,2.4,52,52,548065.93,0,1,0,0,0,0,0,0
2132,4.0,85,43.08,6452.0,67985.0,8,61,279.3119397632929,7.9,7.5,74,19,834839.89,0,0,0,0,0,0,0,1
2133,3.4,83,46.13,5840.0,65155.0,8,104,254.34761605302373,7.5,8.5,58,3,869544.69,0,0,0,0,1,0,0,1
2134,4.1,49,36.83,2423.0,29923.0,7,551,175.5635246027186,7.4,2.6,44,4,415223.22,1,0,0,1,0,0,0,1
2135,4.7,31,39.8,2507.0,31457.0,14,807,175.57047579436352,8.9,8.4,15,20,301192.55,1,0,0,0,0,0,0,0
2136,4.2,57,29.47,2703.0,26580.0,17,935,52.19769760245295,7.9,5.3,8,12,399316.91,0,1,0,0,0,0,1,1
2137,4.3,73,37.56,7187.75,77526.875,12,965,57.56243350923202,3.2,9.6,21,67,638868.1,0,0,0,0,0,0,0,0
2138,4.1,89,45.33,3811.0,37410.0,5,941,236.5568987425197,8.9,2.3,67,9,907041.11,0,0,0,0,1,0,0,0
2139,4.9,38,39.32,2585.0,33024.0,2,652,188.6922250374266,4.0,1.5,30,1,340022.66,1,0,0,1,0,0,0,0
2140,4.9,89,68.59,2583.0,28282.0,15,374,240.23952993326776,9.2,8.6,42,54,1350758.47875,0,0,0,0,0,1,0,0
2141,4.0,88,37.49,6568.0,71835.0,11,990,287.4157047995657,8.4,4.3,64,9,758017.8,0,0,0,1,0,0,0,0
2142,3.6,71,40.42,3472.0,40871.0,15,872,163.13266389162274,1.7,5.1,54,46,659928.13,0,0,0,1,0,0,0,1
2143,3.9,45,36.21,785.0,7801.0,13,748,72.11140023002412,7.9,5.6,18,1,380351.09,1,0,0,1,0,0,0,1
2144,3.4,60,29.37,1754.0,24418.0,19,892,206.63986058024628,5.5,8.4,8,15,418183.21,0,1,0,0,0,0,1,1
2145,4.3,57,57.95,3886.0,45670.0,12,546,74.93345309516054,9.8,1.7,11,6,751329.5,0,1,1,0,0,0,0,0
2146,4.0,81,55.27,1707.0,26057.0,15,365,205.32574778362832,5.1,6.0,38,72,1011657.58,0,0,0,0,1,0,0,1
2147,3.2,52,62.5,3092.0,32678.0,12,750,181.9347109806396,1.6,4.9,42,46,740271.9,0,1,1,0,0,0,0,1
2148,3.4,42,72.32,2627.0,32968.0,18,859,228.0542760761112,3.6,4.1,33,23,698406.18,1,0,0,0,0,1,0,1
2149,4.0,31,59.69,1463.0,16183.0,4,221,137.73988927859995,4.9,4.1,10,8,418255.48,1,0,1,0,0,0,0,1
2150,4.8,62,54.3,983.0,13143.0,11,439,85.96545024454231,6.3,9.4,36,45,763543.35,0,1,0,0,1,0,0,1
2151,4.1,57,52.85,2880.0,36208.0,15,630,109.05262391183922,2.4,3.4,47,28,688980.7,0,1,0,0,1,0,0,1
2152,4.4,84,68.12,7132.0,77526.875,5,327,220.90858733607624,5.6,5.1,46,7,1282456.88,0,0,0,0,0,1,0,1
2153,3.7,70,51.6,1016.0,15082.0,5,370,169.5413955632096,5.4,5.4,16,11,805839.3,0,1,0,0,1,0,0,1
2154,4.1,78,69.73,3479.0,42822.0,10,133,185.2043701990397,8.5,7.5,43,1,1219821.58,0,0,0,0,0,1,0,0
2155,3.9,80,65.07,6901.0,75563.0,10,137,130.7496056027284,3.7,5.7,22,8,1171082.15,0,0,0,0,0,1,0,0
2156,4.3,50,53.88,4259.0,41912.0,6,197,259.17554204589777,5.0,6.6,42,6,613250.34,1,0,0,0,1,0,0,0
2157,3.1,32,36.35,2138.0,19840.0,6,815,299.86376989985524,4.5,4.6,7,28,272392.05,1,0,0,0,0,0,0,1
2158,4.0,36,70.61,2535.0,29145.0,6,864,128.0515270736359,6.7,7.5,11,31,579742.61,1,0,0,0,0,1,0,0
2159,3.6,43,48.7,1275.0,12800.0,7,993,229.66290293096236,8.5,5.2,22,19,478993.1,1,0,0,0,1,0,0,1
2160,3.7,64,38.76,2173.0,28838.0,18,782,92.77506105096212,7.1,3.0,50,57,576722.88,0,1,0,0,0,0,0,1
2161,4.9,38,70.25,1527.0,20955.0,4,795,235.6079840473602,5.2,8.4,18,22,603158.75,1,0,0,0,0,1,0,1
2162,3.4,69,45.97,3371.0,34864.0,14,585,157.71284275849922,6.7,7.9,49,32,727645.94,0,1,0,0,0,0,0,1
2163,3.6,40,29.49,1607.0,15297.0,11,812,201.32642256937424,3.9,6.6,31,35,281328.09,1,0,0,0,0,0,1,0
2164,4.0,56,32.01,3498.0,37247.0,7,377,109.39015775697868,2.3,5.7,0,29,412362.28,0,1,0,1,0,0,0,1
2165,4.7,81,31.75,7187.75,72836.0,18,147,262.91418380860534,3.9,2.9,78,15,602387.3,0,0,0,0,0,0,1,1
2166,3.8,68,37.6,1484.0,17398.0,2,263,93.33382698216512,5.0,8.8,47,8,574529.1,0,1,0,0,0,0,0,0
2167,4.5,67,66.16,2284.0,24360.0,2,856,282.1513601842257,5.0,1.9,23,35,986408.96,0,1,0,0,0,1,0,0
2168,4.7,42,45.55,1793.0,21160.0,7,360,65.31209190172939,7.6,4.4,25,31,438987.2,1,0,0,0,1,0,0,0
2169,3.6,60,55.25,1930.0,20406.0,11,786,121.99538734845412,9.4,8.7,39,46,756218.55,0,1,1,0,0,0,0,1
2170,3.8,70,49.74,2971.0,32919.0,18,421,190.7363744174401,4.5,6.4,23,13,794699.29,0,0,0,0,1,0,0,1
2171,3.7,75,59.69,5663.0,64250.0,7,527,264.6171459233269,1.8,4.9,73,34,1009906.08,0,0,1,0,0,0,0,0
2172,4.7,50,57.04,1938.0,22408.0,5,232,194.25621418241,1.3,8.1,5,13,639806.12,1,0,1,0,0,0,0,0
2173,3.1,71,73.62,4914.0,47713.0,2,247,104.02842261311788,1.0,9.9,65,0,1167203.33,0,0,0,0,0,1,0,0
2174,3.6,62,36.42,1165.0,10855.0,14,382,264.7583466198949,9.4,2.7,60,50,521621.21,0,1,0,0,0,0,0,0
2175,4.4,82,55.07,7187.75,77526.875,7,669,199.0405276929334,10.0,1.5,33,75,1026636.32,0,0,0,0,1,0,0,0
2176,4.1,48,41.46,2302.0,27803.0,10,964,108.0867424455905,1.5,5.2,17,47,458602.11,1,0,0,0,0,0,0,1
2177,3.9,58,25.3,2955.0,32052.0,18,875,190.46089048907228,4.2,3.6,23,53,352968.5,0,1,0,0,0,0,1,1
2178,4.1,48,75.59,3275.0,39254.0,8,459,218.82481541837893,7.0,7.0,11,40,821250.37,1,0,0,0,0,1,0,0
2179,3.4,50,68.39,1978.0,21934.0,16,770,220.13186377739785,2.6,5.4,23,8,776594.29,0,1,0,0,0,1,0,1
2180,3.9,77,29.95,3778.0,41050.0,14,406,231.0011522320445,6.3,5.5,71,12,535964.2,0,0,0,0,0,0,1,1
2181,4.0,43,48.13,964.0,12518.0,9,140,273.9345095220642,8.3,4.2,0,25,472045.36,1,0,0,0,1,0,0,0
2182,4.8,45,38.01,1519.0,18733.0,6,905,256.2055123017552,8.7,2.9,44,14,393618.28,1,0,0,1,0,0,0,1
2183,3.5,53,30.34,1893.0,22277.0,7,224,201.9242504372426,7.4,2.9,24,43,370740.51,0,1,0,0,0,0,1,0
2184,4.7,47,46.46,1594.0,21318.0,9,703,58.04135136120426,1.7,4.5,9,15,496290.72,1,0,0,0,1,0,0,1
2185,4.3,63,56.15,2975.0,35147.0,7,692,237.38059213355425,4.1,7.1,35,9,797376.0,0,1,1,0,0,0,0,1
2186,3.0,58,72.98,2642.0,25095.0,9,688,293.7398556622947,9.7,4.0,40,16,953522.59,0,1,0,0,0,1,0,1
2187,4.4,64,47.61,1062.0,14073.0,7,810,126.39165528925572,2.7,3.9,6,39,683660.86,0,1,0,0,1,0,0,0
2188,3.1,52,36.52,870.0,7509.0,12,447,201.72465421683225,5.1,4.8,50,44,438847.09,0,1,0,0,0,0,0,1
2189,5.0,73,40.49,4435.0,45272.0,17,313,242.16665227968397,4.0,9.9,25,9,682182.39,0,0,0,0,0,0,0,1
2190,4.7,67,73.83,2359.0,26689.0,12,540,209.77224486455827,2.8,1.8,31,46,1109245.45,0,1,0,0,0,1,0,0
2191,3.6,43,28.07,3206.0,31067.0,5,778,280.6372235052489,3.9,3.7,39,9,282400.9,1,0,0,0,0,0,1,0
2192,3.5,84,33.04,4873.0,48339.0,18,576,168.33498991719227,2.7,3.6,32,60,642871.97,0,0,0,1,0,0,0,0
2193,3.8,37,34.17,2209.0,24482.0,5,222,182.96169406402015,8.9,9.8,17,34,297953.78,1,0,0,0,0,0,1,1
2194,3.7,79,46.63,3195.0,40630.0,5,790,59.56084759172643,2.6,4.7,14,7,824778.86,0,0,0,0,1,0,0,1
2195,3.7,61,31.78,2578.0,28439.0,7,222,275.0553280497096,6.6,6.1,40,9,445189.19,0,1,0,0,0,0,1,0
2196,3.6,90,75.51,2057.0,25811.0,3,308,115.5707029688623,9.5,2.8,22,70,1350758.47875,0,0,0,0,0,1,0,0
2197,4.2,78,54.25,7187.75,77526.875,1,414,294.6052685735669,9.6,1.1,12,64,954156.0,0,0,0,0,1,0,0,1
2198,3.3,37,55.68,3114.0,33640.0,6,444,100.52659051039882,6.4,4.1,21,4,471058.04,1,0,1,0,0,0,0,0
2199,4.7,46,28.52,4445.0,45631.0,7,58,113.36391960642692,3.4,6.8,44,16,310186.73,1,0,0,0,0,0,1,0
2200,4.6,58,26.57,3121.0,32090.0,8,309,171.1564085216792,3.2,7.2,21,47,359402.9,0,1,0,0,0,0,1,0
2201,4.0,82,40.44,4854.0,52394.0,14,162,215.12501919243877,7.7,7.8,63,19,761512.3,0,0,0,1,0,0,0,0
2202,4.7,83,55.85,7187.75,77526.875,15,768,160.1661519396374,9.8,8.7,2,67,1060851.4,0,0,0,0,1,0,0,1
2203,3.5,74,37.58,6140.0,67955.0,7,524,137.95413289468985,1.7,2.0,18,45,633894.77,0,0,0,0,0,0,0,0
2204,3.0,58,32.37,2678.0,33083.0,7,528,185.02174443601496,8.1,1.7,43,33,432251.01,0,1,0,0,0,0,1,1
